x,y
-4.890576474687263530682912460179068148136138916015625,-3.553211795322829880117154743857099674642086029052734375
-4.89057647468726319761600507263210602104663848876953125,-4.75528258147576432524061829099082387983798980712890625e-01
-4.89057647468726297557140014760079793632030487060546875,1.426584774442730740862117500000749714672565460205078125
-4.890576474687262642504492760053835809230804443359375,4.504268311617984188455210414758767001330852508544921875
-4.89057647468726230943758537250687368214130401611328125,7.581951848793237636048303329516784287989139556884765625
-1.96352549156242150996121154093998484313488006591796875,-4.504268311617983744366000564696150831878185272216796875
-2.772542485937368628157173588988371193408966064453125,-2.014370026735203322854061980251572094857692718505859375
-1.9635254915624209548496992283617146313190460205078125,4.75528258147576876613271679161698557436466217041015625e-01
-1.96352549156242062178279184081475250422954559326171875,3.553211795322830324206364593919715844094753265380859375
-2.772542485937367739978753888863138854503631591796875,6.043110080205610745718303178364294581115245819091796875
-1.5450849718747416972064456786029040813446044921875e-01,-5.092053563910456992491759820040897466242313385009765625
-1.5450849718747383665373718031332828104496002197265625e-01,-2.014370026735203544898666905282880179584026336669921875
6.5450849718747383665373718031332828104496002197265625e-01,4.75528258147576654568666754130390472710132598876953125e-01
-1.545084971874732815422248677350580692291259765625e-01,2.965426543030357076080605338574969209730625152587890625
-1.5450849718747294847531748018809594213962554931640625e-01,6.043110080205610523673698253332986496388912200927734375
2.77254248593736785100105635137879289686679840087890625,-6.043110080205610856740605640879948623478412628173828125
2.772542485937368184067963738925755023956298828125,-2.965426543030357409147512726121931336820125579833984375
2.7725424859373684061125686639570631086826324462890625,-1.063313510440050235761333397022099234163761138916015625
2.77254248593736873917947605150402523577213287353515625,2.014370026735203211831759517735918052494525909423828125
1.963525491562421620983514003455638885498046875,4.504268311617983633343698102180496789515018463134765625
5.6995934690622098717227572706178762018680572509765625,-6.994166596500764720989451461718999780714511871337890625
4.89057647468726275352679522256948985159397125244140625,-4.504268311617984299477512877274421043694019317626953125
5.69959346906221042683426958319614641368389129638671875,-2.014370026735204100010179217861150391399860382080078125
4.8905764746872633086383075351477600634098052978515625,4.75528258147576321501759366583428345620632171630859375e-01
4.89057647468726364170521492269472219049930572509765625,3.553211795322829769094852281341445632278919219970703125
-5.140576474687264918461693241624743677675724029541015625,-1.5821067587735391180014943302012397907674312591552734375e+01
-5.140576474687264363350180929046473465859889984130859375,-1.0841271017969830559035671058154548518359661102294921875e+01
-5.449593469062211259501538052063551731407642364501953125,-6.812530964499423469238337247588788159191608428955078125
-5.140576474687263475171761228921241126954555511474609375,-2.783790911029016490463305899538681842386722564697265625
-5.140576474687262920060248916342970915138721466064453125,2.196005658736544130515966344319167546927928924560546875
-2.213525491562422342628480009807390160858631134033203125,-1.1792327534264984423284516878993599675595760345458984375e+01
-2.522542485937369238779837132824468426406383514404296875,-7.763587480794577333487183068427839316427707672119140625
-2.522542485937368683668324820246198214590549468994140625,-2.783790911029016712507910824569989927113056182861328125
-2.213525491562420899338547997103887610137462615966796875,1.244949142441390266267120523480116389691829681396484375
-2.522542485937367795489905120120965875685214996337890625,5.273689195911797356064454334045876748859882354736328125
4.04508497187472781941863786414614878594875335693359375e-01,-8.714643997089731197736028889266890473663806915283203125
4.04508497187473337053376098992885090410709381103515625e-01,-3.734847427324170576756756645409041084349155426025390625
4.04508497187473892164888411571155302226543426513671875e-01,1.244949142441390044222515598448808304965496063232421875
4.04508497187474225231795799118117429316043853759765625e-01,4.322632679616643491815608513206825591623783111572265625
4.04508497187474780343308111696387641131877899169921875e-01,9.302429249382204112794880757064674980938434600830078125
2.522542485937367906512207582636619918048381805419921875,-5.273689195911797467086756796561530791223049163818359375
2.522542485937368461623719895214890129864215850830078125,-2.93892626146236846107484552703681401908397674560546875e-01
2.213525491562421565472362772197811864316463470458984375,3.734847427324170243689849257862078957259654998779296875
2.522542485937369349802139595340122468769550323486328125,7.763587480794577222464880605912185274064540863037109375
2.213525491562422453650782472323044203221797943115234375,1.1792327534264984312262214416477945633232593536376953125e+01
5.449593469062210482345420814453973434865474700927734375,-1.244949142441390710356330373542732559144496917724609375
5.140576474687263586194063691436895169317722320556640625,2.783790911029016379441003437023027800023555755615234375
5.140576474687264141305576004015165381133556365966796875,7.763587480794577000420275680880877189338207244873046875
5.140576474687264474372483391562127508223056793212890625,1.0841271017969830448013368595638894475996494293212890625e+01
5.140576474687265029483995704140397720038890838623046875,1.5821067587735391068992640839496743865311145782470703125e+01
-5.14057647468726142125916567238164134323596954345703125,1.5821067587735391957171060539621976204216480255126953125e+01
-5.1405764746872619763706779849599115550518035888671875,1.0841271017969831336191788295764126814901828765869140625e+01
-5.44959346906220976070045480810222215950489044189453125,6.812530964499424357416756947714020498096942901611328125
-5.1405764746872628645490976850851438939571380615234375,2.783790911029017267619423137148260138928890228271484375
-5.14057647468726341966060999766341410577297210693359375,-2.196005658736543353359849106709589250385761260986328125
-2.21352549156241973360437214068952016532421112060546875,1.1792327534264984645329121804024907760322093963623046875e+01
-2.5225424859373675179341489638318307697772979736328125,7.763587480794577666554090455974801443517208099365234375
-2.52254248593736807304566127641010098159313201904296875,2.783790911029017045574818212116952054202556610107421875
-2.213525491562421176894304153393022716045379638671875,-1.244949142441390044222515598448808304965496063232421875
-2.52254248593736896122408097653533332049846649169921875,-5.273689195911797022997546946498914621770381927490234375
4.0450849718747472483215688043856061995029449462890625e-01,8.714643997089730975691423964235582388937473297119140625
4.0450849718747416972064456786029040813446044921875e-01,3.734847427324170354712151720377732999622821807861328125
4.0450849718747361460913225528202019631862640380859375e-01,-1.244949142441390266267120523480116389691829681396484375
4.045084971874732815422248677350580692291259765625e-01,-4.322632679616643713860213438238133676350116729736328125
4.0450849718747272643071255515678785741329193115234375e-01,-9.302429249382204334839485682095983065664768218994140625
2.52254248593736907224638343905098736286163330078125,5.273689195911796911975244483983260579407215118408203125
2.52254248593736851713487112647271715104579925537109375,2.93892626146236290995972240125411190092563629150390625e-01
2.21352549156242073280509430333040654659271240234375,-3.734847427324170687779059107924695126712322235107421875
2.52254248593736762895645142634748481214046478271484375,-7.763587480794577777576392918490455485880374908447265625
2.2135254915624198446266746032051742076873779296875,-1.1792327534264984756351424266540561802685260772705078125e+01
5.4495934690622107599011769707431085407733917236328125,1.244949142441389600133305748386192135512828826904296875
5.14057647468726297557140014760079793632030487060546875,-2.783790911029017378641725599663914181292057037353515625
5.1405764746872624204598878350225277245044708251953125,-7.763587480794577999620997843521763570606708526611328125
5.14057647468726208739298044747556559741497039794921875,-1.0841271017969831447214090758279780857264995574951171875e+01
5.1405764746872615322814681348972953855991363525390625,-1.5821067587735392068193363002137630246579647064208984375e+01
-4.89057647468726275352679522256948985159397125244140625,3.5532117953228306017621207502088509500026702880859375
-4.8905764746872630865937026101164519786834716796875,4.7552825814757715416902783545083366334438323974609375e-01
-4.8905764746872633086383075351477600634098052978515625,-1.426584774442730019217151493648998439311981201171875
-4.89057647468726364170521492269472219049930572509765625,-4.50426831161798346681024440840701572597026824951171875
-4.89057647468726397477212231024168431758880615234375,-7.5819518487932369144033373231650330126285552978515625
-1.9635254915624205107604893782990984618663787841796875,4.50426831161798391089945425846963189542293548583984375
-2.772542485937368184067963738925755023956298828125,2.01437002673520371143212059905636124312877655029296875
-1.96352549156242106587200169087736867368221282958984375,-4.7552825814757671007981798538821749389171600341796875e-01
-1.9635254915624213989389090784243308007717132568359375,-3.5532117953228301576729109001462347805500030517578125
-2.77254248593736907224638343905098736286163330078125,-6.0431100802056103571402445595595054328441619873046875
-1.545084971874730594976199427037499845027923583984375e-01,5.09205356391045693698060858878307044506072998046875
-1.5450849718747339256452733025071211159229278564453125e-01,2.01437002673520348938751567402505315840244293212890625
6.54508497187473725631434717797674238681793212890625e-01,-4.7552825814757693212442291041952557861804962158203125e-01
-1.545084971874739476760396428289823234081268310546875e-01,-2.96542654303035713159175656983279623091220855712890625
-1.5450849718747428074294703037594445049762725830078125e-01,-6.04311008020561057918484948459081351757049560546875
2.77254248593736918326868590156664140522480010986328125,6.04311008020561024611794209704385139048099517822265625
2.7725424859373688502017785140196792781352996826171875,2.9654265430303567985248491822858341038227081298828125
2.772542485937368628157173588988371193408966064453125,1.06331351044004962513866985318600200116634368896484375
2.77254248593736829509026620144140906631946563720703125,-2.014370026735203822454423061572015285491943359375
1.96352549156242062178279184081475250422954559326171875,-4.504268311617984021921756720985285937786102294921875
5.699593469062211426034991745837032794952392578125,6.9941665965007635552552756053046323359012603759765625
4.8905764746872637527275173852103762328624725341796875,4.5042683116179833557879419458913616836071014404296875
5.69959346906221087092347943325876258313655853271484375,2.01437002673520293427600336144678294658660888671875
4.89057647468726319761600507263210602104663848876953125,-4.75528258147577265191330297966487705707550048828125e-01
4.8905764746872628645490976850851438939571380615234375,-3.55321179532283071278442321272450499236583709716796875
1.868033988749894180880772864838945679366588592529296875,-5.74921745405937423267772601320757530629634857177734375
-1.059016994374947839840928054400137625634670257568359375,-4.79816093776422036842888019236852414906024932861328125
-2.868033988749895180081495027479832060635089874267578125,-4.2103756854717471203031209370237775146961212158203125
-5.795084971874737200803195946718915365636348724365234375,-3.25931916917659325605427511618472635746002197265625
-8.722135954999579221524896865957998670637607574462890625,-2.3082626528814393918054292953456752002239227294921875
3.677050983124841854188247225465602241456508636474609375,-3.25931916917659403321039235379430465400218963623046875
1.059016994374947062684810816790559329092502593994140625,-3.25931916917659381116578742876299656927585601806640625
-1.059016994374947506774020666853175498545169830322265625,-1.7204774005889669208357872776105068624019622802734375
-3.986067977499789527495721586092258803546428680419921875,-7.69420884293813056586941456771455705165863037109375e-01
-6.604101966249684318999157994767301715910434722900390625,-7.694208842938128345423365317401476204395294189453125e-01
4.795084971874736756713986096656299196183681488037109375,-1.72047740058896747594729959018877707421779632568359375
1.868033988749894735992285177417215891182422637939453125,-7.6942088429381361169845376934972591698169708251953125e-01
-2.49999999999999833466546306226518936455249786376953125e-01,7.694208842938132786315463818027637898921966552734375e-01
-2.868033988749894624969982714901561848819255828857421875,7.694208842938135006761513068340718746185302734375e-01
-5.795084971874736645691683634140645153820514678955078125,1.7204774005889673649249971276731230318546295166015625
6.604101966249684430021460457282955758273601531982421875,7.6942088429381272352003406922449357807636260986328125e-01
3.677050983124842409299759538043872453272342681884765625,1.72047740058896658776887989006354473531246185302734375
1.868033988749895069059192564964178018271923065185546875,2.3082626528814398358946391454082913696765899658203125
-1.059016994374946951662508354274905286729335784912109375,3.259319169176593700143484966247342526912689208984375
-3.677050983124841743165944762949948199093341827392578125,3.2593191691765939221880898912786506116390228271484375
8.413118960624632103328934817909612320363521575927734375,3.25931916917659292298736772863776423037052154541015625
5.795084971874737311825498409234569407999515533447265625,3.25931916917659314503197265366907231509685516357421875
3.677050983124842742366666925590834580361843109130859375,4.7981609377642200353619728048215620219707489013671875
1.059016994374947950863230516915791667997837066650390625,4.79816093776422025740657772985287010669708251953125
-1.868033988749894069858470402323291637003421783447265625,5.7492174540593741216554235506919212639331817626953125
1.345820393249936752777529136437806300818920135498046875e+01,-9.7779575075297822106534795238985680043697357177734375
